Parité de la tangente \(\tan(-x)\);\(- \tan(x)\);\(\tan(x)\);\(\frac{1}{\tan(x)}\);\(- \frac{1}{\tan(x)}\);La fonction tangente est impaire, donc \(\tan(-x) = -\tan(x)\).
Formule \(\cos(\pi-x)\);\(- \cos(x)\);\(\cos(x)\);\(\sin(x)\);\(- \sin(x)\);\(\cos(\pi-x) = -\cos(x)\).
Formule \(\sin(\pi-x)\);\(\sin(x)\);\(- \sin(x)\);\(\cos(x)\);\(- \cos(x)\);\(\sin(\pi-x) = \sin(x)\).
Formule \(\tan(\pi-x)\);\(- \tan(x)\);\(\tan(x)\);\(\frac{1}{\tan(x)}\);\(- \frac{1}{\tan(x)}\);\(\tan(\pi-x) = -\tan(x)\).
Addition \(\cos(a+b)\);\(\cos(a)\cos(b)-\sin(a)\sin(b)\);\(\cos(a)\cos(b)+\sin(a)\sin(b)\);\(\sin(a)\cos(b)+\cos(a)\sin(b)\);\(\sin(a)\cos(b)-\cos(a)\sin(b)\);Formule d'addition du cosinus : \(\cos(a+b) = \cos(a)\cos(b)-\sin(a)\sin(b)\).
Addition \(\sin(a+b)\);\(\cos(a)\sin(b)+\sin(b)\cos(a)\);\(\sin(a)\cos(b)-\cos(a)\sin(b)\);\(\cos(a)\cos(b)-\sin(a)\sin(b)\);\(\cos(a)\cos(b)+\sin(a)\sin(b)\);Formule d'addition du sinus : \(\sin(a+b) = \sin(a)\cos(b)+\cos(a)\sin(b)\).
Addition \(\tan(a+b)\);\(\frac{\tan(a)+\tan(b)}{1-\tan(a)\tan(b)}\);\(\frac{\tan(a)-\tan(b)}{1+\tan(a)\tan(b)}\);\(\frac{\tan(a)+\tan(b)}{1+\tan(a)\tan(b)}\);\(\tan(a)+\tan(b)\);Formule d'addition de la tangente : \(\tan(a+b) = \frac{\tan(a)+\tan(b)}{1-\tan(a)\tan(b)}\).
Taux d'accroissement;\(\frac{f(h+x_{0})-f(x_{0})}{h}\);\(\frac{f(h+x_{0})+f(x_{0})}{h}\);\(\frac{f(x_{0})+f(h)}{h}\);\(\frac{f(h+x_{0})-f(x_{0})}{x_{0}}\);Le taux d'accroissement de la fonction f entre \(x_0\) et \(x_0+h\) est \(\frac{f(x_0+h)-f(x_0)}{h}\).
Définition nombre dérivé \(f'(x_{0})\);\(\lim_{h\rightarrow0}\frac{f(h+x_{0})-f(x_{0})}{h}\);\(\lim_{h\rightarrow\infty}\frac{f(h+x_{0})-f(x_{0})}{h}\);\(\frac{f(h+x_{0})-f(x_{0})}{h}\);\(\lim_{h\rightarrow0}\frac{f(h+x_{0})+f(x_{0})}{h}\);Le nombre dérivé \(f'(x_0)\) est la limite en 0 du taux d'accroissement.
Dérivée de composée \((f\circ g)'(x_{0})\);\(g'(x_{0})f'(g(x_{0}))\);\(f'(x_{0})g'(x_{0})\);\(f'(g'(x_{0}))\);\(f'(g(x_{0}))\);La dérivée d'une composée \((f \circ g)'(x_0)\) est donnée par la règle de la chaîne : \(g'(x_0) \cdot f'(g(x_0))\).
Notation dérivée partielle;\(\frac{\partial f(x,y)}{\partial x}\);\(\frac{d f(x,y)}{d x}\);\(\frac{\Delta f(x,y)}{\Delta x}\);\(f'(x,y)\);La dérivée partielle par rapport à x s'écrit avec le d rond : \(\frac{\partial f(x,y)}{\partial x}\).
Somme des entiers \(\sum_{k=0}^{n}k\);\(\frac{n(n+1)}{2}\);\(\frac{n(n-1)}{2}\);\(n(n+1)\);\(\frac{(n+1)^2}{2}\);La somme des entiers de 0 à n vaut \(\frac{n(n+1)}{2}\).
Somme géométrique \(\sum_{k=0}^{n}a^{k}\) (pour \(a \neq 1\));\(\frac{1-a^{n+1}}{1-a}\);\(\frac{1-a^{n}}{1-a}\);\(\frac{a^{n+1}-1}{a}\);\(\frac{1+a^{n+1}}{1+a}\);Pour \(a \neq 1\), la somme des premiers termes d'une suite géométrique est \(\frac{1-a^{n+1}}{1-a}\).
Définition factorielle \(n!\);\(\prod_{k=1}^{n}k\);\(\sum_{k=1}^{n}k\);\(\prod_{k=0}^{n}k\);\(n^n\);La factorielle de n (\(n \ge 1\)) est le produit des entiers de 1 à n : \(n! = \prod_{k=1}^{n}k\).
Coefficient binomial \(\binom{n}{p}\);\(\frac{n!}{p!(n-p)!}\);\(\frac{n!}{(n-p)!}\);\(\frac{n!}{p!}\);\(\frac{p!}{(n-p)!}\);Le coefficient binomial \(\binom{n}{p}\) est défini par \(\frac{n!}{p!(n-p)!}\).
Formule du binôme \((a+b)^{n}\);\(\sum_{k=0}^{n}\binom{n}{k}a^{k}b^{n-k}\);\(\sum_{k=0}^{n}\binom{n}{k}a^{k}b^{k}\);\(\sum_{k=0}^{n}a^{k}b^{n-k}\);\(\sum_{k=0}^{n}\binom{n}{k}(a+b)^{k}\);La formule du binôme de Newton pour \((a+b)^n\) est \(\sum_{k=0}^{n}\binom{n}{k}a^{k}b^{n-k}\).
Formule du binôme \((a-b)^{n}\);\(\sum_{k=0}^{n}\binom{n}{k}a^{k}(-1)^{n-k}b^{n-k}\);\(\sum_{k=0}^{n}\binom{n}{k}a^{k}b^{n-k}\);\(-\sum_{k=0}^{n}\binom{n}{k}a^{k}b^{n-k}\);\(\sum_{k=0}^{n}(-1)^{k}a^{k}b^{n-k}\);La formule du binôme de Newton pour \((a-b)^n\) s'obtient en remplaçant b par -b.
Somme des coefficients binomiaux \(\sum_{k=0}^{n}\binom{n}{k}\);\(2^{n}\);\(n^2\);\(2n\);\(2^{n+1}\);La somme des coefficients binomiaux vaut \((1+1)^n = 2^n\).
