Définition de la partie entière \(E(x)\) d'un réel \(x\) :;L'unique entier relatif vérifiant : \(E(x) \le x < E(x) + 1\);L'unique entier relatif vérifiant : \(E(x) < x \le E(x) + 1\);Le plus grand entier strictement supérieur à \(x\);L'arrondi de \(x\) à l'entier le plus proche;
Définition d'un majorant \(M\) d'un sous-ensemble \(X \subset \mathbb{R}\) :;\(\forall x \in X, x \le M\);\(\exists x \in X, x \le M\);\(\forall x \in X, x < M\);\(M \in X \text{ et } \forall x \in X, x \le M\);
Définition d'un ensemble borné dans \(\mathbb{R}\) :;Un ensemble à la fois borné supérieurement et borné inférieurement;Un ensemble fini;Un intervalle fermé;Un ensemble ne contenant pas 0;
Définition du plus grand élément (maximum) d'une partie \(X \subset \mathbb{R}\) :;Un élément \(x_M \in X\) tel que \(\forall x \in X, x \le x_M\);Le plus petit des majorants de \(X\), même s'il n'est pas dans \(X\);Un majorant quelconque de \(X\);La borne supérieure si celle-ci vaut \(+\infty\);
Définition de la borne supérieure \(\sup(X)\) d'une partie non vide \(X \subset \mathbb{R}\) :;Le plus petit des majorants de \(X\);Le plus grand élément de \(X\);Un majorant appartenant obligatoirement à \(X\);La limite de tous les éléments de \(X\);
Définition de la borne inférieure \(\inf(X)\) d'une partie non vide \(X \subset \mathbb{R}\) :;Le plus grand des minorants de \(X\);Le plus petit élément de \(X\);Un minorant appartenant obligatoirement à \(X\);La valeur minimale atteinte en 0;
Caractérisation de la borne supérieure \(M = \sup(X)\) par \(\varepsilon\) :;1. \(\forall x \in X, x \le M\) et 2. \(\forall \varepsilon > 0, \exists x \in X, M - \varepsilon < x\);1. \(M \in X\) et 2. \(\forall x \in X, x \le M\);1. \(\forall x \in X, x < M\) et 2. \(M = \lim X\);\(\forall \varepsilon > 0, \exists x \in X, |x - M| < \varepsilon^2\);
Caractérisation de la borne inférieure \(m = \inf(X)\) par \(\varepsilon\) :;1. \(\forall x \in X, x \ge m\) et 2. \(\forall \varepsilon > 0, \exists x \in X, m + \varepsilon > x\);1. \(m \in X\) et 2. \(\forall x \in X, x \ge m\);\(\forall x \in X, x > m\);\(m = -\sup(X)\);
Proposition fondamentale de la borne supérieure dans \(\mathbb{R}\) :;Toute partie non vide et majorée de \(\mathbb{R}\) admet une borne supérieure dans \(\mathbb{R}\);Toute partie de \(\mathbb{R}\) admet un plus grand élément;Toute partie non vide de \(\mathbb{Q}\) admet une borne supérieure dans \(\mathbb{Q}\);La borne supérieure d'un ensemble est toujours un nombre rationnel;
Proposition fondamentale de la borne inférieure dans \(\mathbb{R}\) :;Toute partie non vide et minorée de \(\mathbb{R}\) admet une borne inférieure dans \(\mathbb{R}\);Toute partie minorée admet un minimum;La borne inférieure est toujours négative;Toute suite décroissante admet une borne inférieure nulle;
Définition de la forme algébrique d'un complexe \(z \in \mathbb{C}\) :;\(z = a + ib\) avec \(a, b \in \mathbb{R}\) uniques et \(i^2 = -1\);\(z = a + ib\) avec \(a, b \in \mathbb{C}\);\(z = r e^{i\theta}\);\(z = a^2 + b^2\);
Caractérisation des nombres réels et imaginaires purs dans \(\mathbb{C}\) :;\(z \in \mathbb{R} \iff \text{Im}(z) = 0\) et \(z \in i\mathbb{R} \iff \text{Re}(z) = 0\);\(z \in \mathbb{R} \iff \text{Re}(z) = 0\) et \(z \in i\mathbb{R} \iff \text{Im}(z) = 0\);\(z \in \mathbb{R} \iff |z| = 1\);\(z \in i\mathbb{R} \iff z^2 > 0\);
Peut-on comparer deux nombres complexes non réels par une relation d'ordre (\(z \le z'\)) ?;Non, il n'existe pas de relation d'ordre compatible avec l'addition et la multiplication sur \(\mathbb{C}\);Oui, en comparant leurs modules respectifs;Oui, en comparant d'abord leurs parties réelles;Oui, mais uniquement pour les complexes de module 1;
Formule de l'inverse d'un nombre complexe \(z = a + ib \neq 0\) :;\((a + ib)^{-1} = \frac{a - ib}{a^2 + b^2}\);\((a + ib)^{-1} = \frac{1}{a} + i\frac{1}{b}\);\((a + ib)^{-1} = \frac{a + ib}{a^2 - b^2}\);\((a + ib)^{-1} = \frac{-a - ib}{a^2 + b^2}\);
Définition du conjugué \(\bar{z}\) de \(z = a + ib\) :;\(\bar{z} = a - ib\);\(\bar{z} = -a + ib\);\(\bar{z} = -a - ib\);\(\bar{z} = b + ia\);
Propriétés de la conjugaison : \(\overline{z + z'}\) et \(\overline{zz'}\) :;\(\overline{z + z'} = \bar{z} + \bar{z'}\) et \(\overline{zz'} = \bar{z} \bar{z'}\);\(\overline{z + z'} = \bar{z} - \bar{z'}\) et \(\overline{zz'} = -\bar{z} \bar{z'}\);\(\overline{zz'} = z \bar{z'}\);\(\overline{z + z'} = |z| + |z'|\);
Expressions de \(\text{Re}(z)\) et \(\text{Im}(z)\) via \(z\) et \(\bar{z}\) :;\(\text{Re}(z) = \frac{z + \bar{z}}{2}\) et \(\text{Im}(z) = \frac{z - \bar{z}}{2i}\);\(\text{Re}(z) = \frac{z - \bar{z}}{2}\) et \(\text{Im}(z) = \frac{z + \bar{z}}{2i}\);\(\text{Re}(z) = z\bar{z}\) et \(\text{Im}(z) = \frac{z}{\bar{z}}\);\(\text{Re}(z) = \frac{z + \bar{z}}{2i}\) et \(\text{Im}(z) = \frac{z - \bar{z}}{2}\);
Caractérisation de \(z \in \mathbb{R}\) et \(z \in i\mathbb{R}\) avec le conjugué :;\(z \in \mathbb{R} \iff z = \bar{z}\) et \(z \in i\mathbb{R} \iff \bar{z} = -z\);\(z \in \mathbb{R} \iff z = -\bar{z}\) et \(z \in i\mathbb{R} \iff z = \bar{z}\);\(z \in \mathbb{R} \iff z\bar{z} = 1\);\(z \in i\mathbb{R} \iff z^2 = 1\);
Interprétation géométrique du vecteur \(\vec{u}\) d'affixe \(z\) :;Le vecteur de coordonnées \((\text{Re}(z), \text{Im}(z))\) dans le repère orthonormé direct;La droite d'équation \(y = \text{Im}(z)x\);Le cercle centré en l'origine de rayon \(|z|\);Le point symétrique par rapport à l'axe des ordonnées;
Affixe du vecteur \(\vec{u} + \vec{v}\) et du vecteur \(\vec{MM'}\) :;\(z_{\vec{u} + \vec{v}} = z_{\vec{u}} + z_{\vec{v}}\) et \(z_{\vec{MM'}} = z_{M'} - z_M\);\(z_{\vec{MM'}} = z_M + z_{M'}\);\(z_{\vec{u} + \vec{v}} = z_{\vec{u}} \times z_{\vec{v}}\);\(z_{\vec{MM'}} = \frac{z_{M'}}{z_M}\);
Définition du module d'un nombre complexe \(z = a + ib\) :;\(|z| = \sqrt{a^2 + b^2} = \sqrt{z\bar{z}}\);\(|z| = a^2 + b^2\);\(|z| = \sqrt{a^2 - b^2}\);\(|z| = |a| + |b|\);
Propriétés du module : relation avec \(z\bar{z}\) :;\(|z|^2 = z\bar{z}\);\(|z|^2 = z^2\);\(|z| = z + \bar{z}\);\(|z|^2 = 2\text{Re}(z)\);
Encadrement des parties réelle et imaginaire par le module :;\(|\text{Re}(z)| \le |z|\) et \(|\text{Im}(z)| \le |z|\);\(|\text{Re}(z)| \ge |z|\);\(|z| \le \text{Re}(z) + \text{Im}(z)\);\(|\text{Re}(z)| = |z|\cos(|z|)\);
Module d'un produit de complexes : \(|zz'| = \dots\);\(|z| |z'|\);\(|z| + |z'|\);\(\sqrt{|z|^2 + |z'|^2}\);\(|z|^2 |z'|^2\);
Inégalité triangulaire dans \(\mathbb{C}\) :;\(\forall z, z' \in \mathbb{C}, |z + z'| \le |z| + |z'|\);\(\forall z, z' \in \mathbb{C}, |z + z'| = |z| + |z'|\);\(\forall z, z' \in \mathbb{C}, |z + z'| \ge |z| - |z'|\);\(\forall z, z' \in \mathbb{C}, |zz'| \le |z| + |z'|\);
Inégalité triangulaire inversée dans \(\mathbb{C}\) :;\(\forall z, z' \in \mathbb{C}, \big||z| - |z'|\big| \le |z + z'| \le |z| + |z'|\);\(\forall z, z' \in \mathbb{C}, |z - z'| \le |z| - |z'|\);\(\forall z, z' \in \mathbb{C}, |z + z'| \le ||z| - |z'||\);\(\forall z, z' \in \mathbb{C}, |z + z'| = \sqrt{|z|^2 + |z'|^2}\);
Proposition sur les racines carrées d'un nombre complexe non nul :;Tout nombre complexe non nul possède exactement deux racines carrées distinctes et opposées;Tout nombre complexe non nul possède une unique racine carrée;Seuls les réels positifs possèdent des racines carrées dans \(\mathbb{C}\);Un nombre complexe possède 4 racines carrées réparties sur les axes;
Résolution de l'équation \(az^2 + bz + c = 0\) dans \(\mathbb{C}\) (avec \(\Delta = b^2 - 4ac \neq 0\)) :;\(z_{1,2} = \frac{-b \pm \delta}{2a}\) où \(\delta\) est une racine carrée complexe de \(\Delta\);\(z_{1,2} = \frac{-b \pm \sqrt{\Delta}}{2a}\) avec \(\sqrt{\Delta} \in \mathbb{R}\);\(z_{1,2} = \frac{-b \pm i\Delta}{2a}\);\(z_{1,2} = \frac{-b \pm \delta}{a}\);
Définition du groupe \(\mathbb{U}\) des complexes de module 1 :;\(\mathbb{U} = \{z \in \mathbb{C} \mid |z| = 1\} = \{\cos(\theta) + i\sin(\theta) \mid \theta \in \mathbb{R}\}\);\(\mathbb{U} = \{z \in \mathbb{C} \mid z + \bar{z} = 1\}\);\(\mathbb{U} = \{z \in \mathbb{C} \mid \text{Re}(z) = 1\}\);\(\mathbb{U} = \{z \in \mathbb{C}^* \mid z^n = 1\}\);
Inverse d'un élément \(z \in \mathbb{U}\) :;\(z^{-1} = \bar{z}\);\(z^{-1} = -z\);\(z^{-1} = -\bar{z}\);\(z^{-1} = z\);
Définition de l'exponentielle complexe \(e^z\) pour \(z = a + ib\) :;\(e^z = e^a e^{ib} = e^a(\cos b + i\sin b)\);\(e^z = e^a + e^{ib}\);\(e^z = e^a(\cos b - i\sin b)\);\(e^z = \cos(a) + i\sin(b)\);
Propriété fondamentale de l'exponentielle complexe : \(e^{z+z'} = \dots\);\(e^z \cdot e^{z'}\);\(e^z + e^{z'}\);\(e^{zz'}\);\(\frac{e^z}{e^{z'}}\);
Égalité de deux exponentielles imaginaires : \(e^{i\theta_1} = e^{i\theta_2} \iff \dots\);\(\theta_1 = \theta_2 + 2k\pi\) avec \(k \in \mathbb{Z}\);\(\theta_1 = \theta_2\);\(\theta_1 = -\theta_2\);\(\theta_1 = \theta_2 + k\pi\);
Valeurs remarquables de l'exponentielle complexe : \(e^{i 2k\pi}\) et \(e^{i(2k+1)\pi}\) :;\(e^{i 2k\pi} = 1\) et \(e^{i(2k+1)\pi} = -1\) (pour tout \(k \in \mathbb{Z}\));\(e^{i 2k\pi} = -1\) et \(e^{i(2k+1)\pi} = 1\);\(e^{i 2k\pi} = i\) et \(e^{i(2k+1)\pi} = -i\);\(e^{i 2k\pi} = 0\);
Formule d'Euler pour \(\cos(\theta)\) :;\(\cos(\theta) = \frac{e^{i\theta} + e^{-i\theta}}{2}\);\(\cos(\theta) = \frac{e^{i\theta} - e^{-i\theta}}{2i}\);\(\cos(\theta) = \frac{e^{i\theta} + e^{-i\theta}}{2i}\);\(\cos(\theta) = e^{i\theta} + e^{-i\theta}\);
Formule d'Euler pour \(\sin(\theta)\) :;\(\sin(\theta) = \frac{e^{i\theta} - e^{-i\theta}}{2i}\);\(\sin(\theta) = \frac{e^{i\theta} + e^{-i\theta}}{2}\);\(\sin(\theta) = \frac{e^{i\theta} - e^{-i\theta}}{2}\);\(\sin(\theta) = \frac{e^{i\theta} + e^{-i\theta}}{2i}\);
Formule de Moivre pour tout \(\theta \in \mathbb{R}\) et \(n \in \mathbb{Z}\) :;\((\cos \theta + i\sin \theta)^n = \cos(n\theta) + i\sin(n\theta)\);\((\cos \theta + i\sin \theta)^n = \cos^n(\theta) + i\sin^n(\theta)\);\((\cos \theta + i\sin \theta)^n = n\cos(\theta) + in\sin(\theta)\);\((\cos \theta + i\sin \theta)^n = \cos(n\theta) - i\sin(n\theta)\);
Définition de la forme trigonométrique d'un complexe \(z \in \mathbb{C}^*\) :;\(z = r e^{i\theta} = r(\cos \theta + i\sin \theta)\) avec \(r = |z| > 0\) et \(\theta = \arg(z) \in \mathbb{R}\);\(z = a + ib\) avec \(a, b \in \mathbb{R}\);\(z = \cos(r) + i\sin(\theta)\);\(z = r(1 + i\theta)\);
Relations de passage de la forme algébrique \(a+ib\) à la forme trigonométrique \(re^{i\theta}\) :;\(r = \sqrt{a^2 + b^2}\), \(\cos(\theta) = \frac{a}{\sqrt{a^2+b^2}}\) et \(\sin(\theta) = \frac{b}{\sqrt{a^2+b^2}}\);\(r = a^2 + b^2\), \(\cos(\theta) = \frac{b}{a}\);\(r = a+b\), \(\tan(\theta) = \frac{a}{b}\);\(r = \sqrt{a^2-b^2}\), \(\cos(\theta) = \frac{a}{r}\);
Propriétés de l'argument : \(\arg(zz')\) et \(\arg(z/z')\) :;\(\arg(zz') \equiv \arg(z) + \arg(z') [2\pi]\) et \(\arg(z/z') \equiv \arg(z) - \arg(z') [2\pi]\);\(\arg(zz') = \arg(z) \times \arg(z')\);\(\arg(z/z') = \frac{\arg(z)}{\arg(z')}\);\(\arg(zz') = \arg(z) - \arg(z')\);
