Racines du polynôme caractéristique;Ce sont les valeurs propres de \( f \);Ce sont les vecteurs propres de \( f \);Ce sont les coefficients de la matrice de \( f \);Ce sont les dimensions des sous-espaces propres;Les valeurs propres sont exactement les racines du polynôme caractéristique.
Dimension du sous-espace propre vs multiplicité \( m_{\lambda} \);\( 1 \le \dim(E_{\lambda}(f)) \le m_{\lambda} \);\( \dim(E_{\lambda}(f)) = m_{\lambda} + 1 \);\( \dim(E_{\lambda}(f)) \ge m_{\lambda} \);\( 0 \le \dim(E_{\lambda}(f)) < 1 \);La dimension du sous-espace propre est comprise entre 1 et la multiplicité m_\lambda.
Diagonalisable (condition sur la base);Ssi une base de \( E \) est formée de vecteurs propres;Ssi toutes les bases de \( E \) sont formées de vecteurs propres;Ssi la matrice n'a pas de sous-espace propre;Ssi elle a une seule valeur propre;f est diagonalisable ssi il existe une base de vecteurs propres.
Diagonalisable (condition sur la somme);Ssi la somme des sous-espaces propres est égale à \( E \);Ssi la somme des sous-espaces propres est nulle;Ssi les sous-espaces propres ne sont pas en somme directe;Ssi la somme des sous-espaces propres est de dimension 1;f est diagonalisable ssi E est la somme directe des sous-espaces propres.
Diagonalisable (condition sur le polynôme);Ssi \( \chi_f \) est scindé et \( \dim(E_{\lambda}) = m_{\lambda} \) pour tout \( \lambda \);Ssi \( \chi_f \) n'a aucune racine réelle;Ssi \( \chi_f \) est scindé et \( \dim(E_{\lambda}) < m_{\lambda} \) pour tout \( \lambda \);Ssi \( \chi_f \) a un degré supérieur à n;f est diagonalisable ssi \chi_f est scindé et dim(E_\lambda) = m_\lambda pour chaque valeur propre.
Condition suffisante de diagonalisation;Si \( \dim(E) = n \) et \( f \) a \( n \) valeurs propres distinctes;Si \( f \) a une seule valeur propre de multiplicité \( n \);Si \( \det(f) = 0 \);Si \( \text{tr}(f) = 0 \);n valeurs propres distinctes en dimension n implique la diagonalisabilité.
Méthode : calcul de \( E_{\lambda}(A) \);Résoudre \( AX = \lambda X \iff X \in \text{Ker}(A - \lambda I_n) \);Résoudre \( AX = 0 \);Calculer \( \det(A - \lambda I_n) \);Inverser la matrice \( A - \lambda I_n \);On résout le système (A - \lambda I_n)X = 0.
Relation de similitude (Diagonalisation);\( A = PDP^{-1} \iff D = P^{-1}AP \);\( A = P^{-1}DP \iff D = PAP^{-1} \);\( A = P + D + P^{-1} \);\( A = P D P^T \);A et D sont semblables avec P la matrice de passage des vecteurs propres.
Trigonalisable (définition);S'il existe une base où la matrice est triangulaire;S'il existe une base où la matrice est diagonale;Ssi toutes les matrices semblables sont symétriques;S'il existe une base où la matrice est nulle;Une matrice est trigonalisable s'il existe une base dans laquelle elle est triangulaire.
Condition pour être trigonalisable;Ssi le polynôme caractéristique est scindé;Ssi le polynôme caractéristique a au moins une racine complexe;Ssi la matrice est inversible;Ssi la trace est nulle;f est trigonalisable ssi son polynôme caractéristique est scindé.
Puissance d'une matrice diagonale \( D \);Si \( D = \text{diag}(\lambda_1 \dots \lambda_n) \), alors \( D^k = \text{diag}(\lambda_1^k \dots \lambda_n^k) \);Si \( D = \text{diag}(\lambda_1 \dots \lambda_n) \), alors \( D^k = k \cdot D \);Si \( D = \text{diag}(\lambda_1 \dots \lambda_n) \), alors \( D^k = \text{diag}(k\lambda_1 \dots k\lambda_n) \);Si \( D = \text{diag}(\lambda_1 \dots \lambda_n) \), alors \( D^k = I_n \);On élève chaque élément de la diagonale à la puissance k.
Suite récurrente linéaire \( X_{p+1} = AX_p \);Solution : \( X_p = A^p X_0 \);Solution : \( X_p = p A X_0 \);Solution : \( X_p = A X_0^p \);Solution : \( X_p = (A + I_n)^p X_0 \);Par récurrence, X_p = A^p X_0.
Exemple matrice suite \( u_{n+2} = u_{n+1} + u_{n} \);\( X_{n+1} = \begin{pmatrix} 0 & 1 \\ 1 & 1 \end{pmatrix} X_n \) avec \( X_n = \begin{pmatrix} u_n \\ u_{n+1} \end{pmatrix} \);\( X_{n+1} = \begin{pmatrix} 1 & 1 \\ 1 & 0 \end{pmatrix} X_n \) avec \( X_n = \begin{pmatrix} u_{n+1} \\ u_n \end{pmatrix} \);\( X_{n+1} = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix} X_n \) avec \( X_n = \begin{pmatrix} u_n \\ u_{n+1} \end{pmatrix} \);\( X_{n+1} = \begin{pmatrix} 0 & -1 \\ 1 & 1 \end{pmatrix} X_n \) avec \( X_n = \begin{pmatrix} u_n \\ u_{n+1} \end{pmatrix} \);La matrice de passage d'ordre 2 pour la suite de Fibonacci est (0 1; 1 1).
