Résolution homogène \(ay'' + by' + cy = 0\) (Ordre 2);Résoudre l'équation caractéristique \(ax^2 + bx + c = 0\) et calculer \(\Delta\);Intégrer deux fois directement l'équation par rapport à \(x\);Poser \(y = e^{rx}\) et calculer la dérivée troisième;Résoudre le système linéaire à deux variables \(a + b + c = 0\);En cherchant des solutions de la forme \(e^{rx}\), on obtient l'équation caractéristique \(ax^2 + bx + c = 0\) dont les racines déterminent la forme de \(y_H\).
\(y_{H}\) si \(\Delta > 0\) (Ordre 2);\(y_{H} = A e^{r_{1}x} + B e^{r_{2}x}\);\(y_{H} = (Ax + B)e^{r_{1}x}\);\(y_{H} = A \cos(r_{1}x) + B \sin(r_{2}x)\);\(y_{H} = A e^{(r_{1}+r_{2})x}\);Si \(\Delta > 0\), il y a deux racines réelles distinctes \(r_1, r_2\). La solution générale de l'équation homogène est la combinaison linéaire \(A e^{r_1 x} + B e^{r_2 x}\).
\(y_{H}\) si \(\Delta = 0\) (Ordre 2);\(y_{H} = (Ax + B)e^{rx}\);\(y_{H} = A e^{rx} + B e^{-rx}\);\(y_{H} = A \cos(rx) + B \sin(rx)\);\(y_{H} = A x e^{rx}\);Si \(\Delta = 0\), il existe une racine double réelle \(r\). La solution générale est \(y_H = (Ax + B)e^{rx}\).
\(y_{H}\) si \(\Delta < 0\) (Ordre 2);\(y_{H} = (A \cos(\text{Im}(r)x) + B \sin(\text{Im}(r)x)) e^{\text{Re}(r)x}\);\(y_{H} = A e^{\text{Re}(r)x} + B e^{\text{Im}(r)x}\);\(y_{H} = (A + Bx) e^{\text{Im}(r)x}\);\(y_{H} = A \cos(\text{Re}(r)x) + B \sin(\text{Im}(r)x)\);Pour \(\Delta < 0\), les racines sont complexes conjuguées \(r = \alpha \pm i\beta\). La solution s'écrit \(y_H = (A \cos(\beta x) + B \sin(\beta x)) e^{\alpha x}\).
\(y_{H}\) pour \(X^2 - \omega^2 > 0\);\(y_{H} = A e^{\omega x} + B e^{-\omega x}\);\(y_{H} = A \cos(\omega x) + B \sin(\omega x)\);\(y_{H} = (Ax + B)e^{\omega x}\);\(y_{H} = A e^{\omega^2 x} + B e^{-\omega^2 x}\);L'équation caractéristique est \(r^2 - \omega^2 = 0\), d'où les racines réelles \(r = \pm \omega\). La solution est donc \(A e^{\omega x} + B e^{-\omega x}\).
\(y_{H}\) pour \(X^2 + \omega^2 = 0\);\(y_{H} = A \cos(\omega x) + B \sin(\omega x)\);\(y_{H} = A e^{\omega x} + B e^{-\omega x}\);\(y_{H} = (Ax + B)\cos(\omega x)\);\(y_{H} = A e^{i\omega x}\);L'équation caractéristique est \(r^2 + \omega^2 = 0\), d'où les racines complexes pures \(r = \pm i\omega\). La solution réelle est donc \(A \cos(\omega x) + B \sin(\omega x)\).
Forme \(y_{P}\) pour second membre \(P(x)e^{wx}\) si \(w \neq r\);\(y_{P} = Q(x)e^{wx}\);\(y_{P} = x Q(x)e^{wx}\);\(y_{P} = x^2 Q(x)e^{wx}\);\(y_{P} = Q(x)e^{-wx}\);Si \(w\) n'est pas racine de l'équation caractéristique, la solution particulière est de la forme \(Q(x)e^{wx}\) où \(Q\) a le même degré que \(P\).
Forme \(y_{P}\) pour second membre \(P(x)e^{wx}\) si \(w = r\) (racine simple);\(y_{P} = x Q(x)e^{wx}\);\(y_{P} = Q(x)e^{wx}\);\(y_{P} = x^2 Q(x)e^{wx}\);\(y_{P} = (x + Q(x))e^{wx}\);Si \(w\) est racine simple de l'équation caractéristique, il faut multiplier la forme canonique par \(x\), soit \(y_P = x Q(x)e^{wx}\).
Forme \(y_{P}\) pour second membre \(P(x)e^{wx}\) si \(w = r\) (racine double);\(y_{P} = x^2 Q(x)e^{wx}\);\(y_{P} = x Q(x)e^{wx}\);\(y_{P} = Q(x)e^{wx}\);\(y_{P} = (x^2 + x) Q(x)e^{wx}\);Si \(w\) est racine double de l'équation caractéristique, il faut multiplier la forme canonique par \(x^2\), soit \(y_P = x^2 Q(x)e^{wx}\).
Principe de superposition;Si l'équation est \(... = d_{1} + d_{2}\), alors \(y_{P} = y_{P1} + y_{P2}\);Si l'équation est \(... = d_{1} + d_{2}\), alors \(y_{P} = y_{P1} \times y_{P2}\);La superposition s'applique en additionnant les équations caractéristiques;La solution particulière est le quotient des solutions particulières individuelles \(y_{P} = y_{P1} / y_{P2}\);En raison de la linéarité de l'opérateur différentiel, si le second membre s'exprime comme une somme de termes, la solution particulière globale est la somme des solutions particulières associées à chaque terme.
Solution complète finale;\(y = y_{H} + y_{P1} + y_{P2} + ... + y_{Pn}\);\(y = y_{H} \cdot y_{P1} \cdot y_{P2} \cdot ... \cdot y_{Pn}\);\(y = y_{P1} + y_{P2} + ... + y_{Pn}\) (la solution homogène s'annule à l'infini);\(y = y_{H} - (y_{P1} + y_{P2} + ... + y_{Pn})\);La solution complète est toujours la somme de la solution générale de l'équation homogène \(y_{H}\) et de l'ensemble des solutions particulières correspondant à chaque composante du second membre.
