Bijectivité en dimension finie;\( f \) bijective \( \iff f \) injective \( \iff f \) surjective;f bijective \iff f injective et non surjective;f est toujours bijective en dimension finie;f bijective \iff \text{Ker}(f) = E;Pour un endomorphisme en dimension finie, l'injectivité, la surjectivité et la bijectivité sont équivalentes.
Définition d'une homothétie;\( H_\lambda(u) = \lambda u \);H_\lambda(u) = u + \lambda;H_\lambda(u) = \lambda^2 u;H_\lambda(u) = \frac{1}{\lambda} u;L'homothétie vectorielle de rapport \lambda associe à tout vecteur u le vecteur \lambda u.
Définition d'un projecteur;\( p \in \mathcal{L}(E) \) tel que \( p \circ p = p \);p \in \mathcal{L}(E) tel que p \circ p = \text{id}_E;p \in \mathcal{L}(E) tel que p \circ p = 0;p \in \mathcal{L}(E) tel que p^{-1} = p;Un endomorphisme p est un projecteur (ou projection) s'il est idempotent, c'est-à-dire p \circ p = p.
Somme directe du projecteur;\( E = \text{Ker}(p) \oplus \text{Im}(p) \);E = \text{Ker}(p) \cup \text{Im}(p);\text{Ker}(p) \cap \text{Im}(p) = E;E = \text{Ker}(p-\text{id}) \oplus \text{Ker}(p) mais \text{Im}(p) = \{0\};Tout projecteur p induit une décomposition de E en somme directe de son noyau et de son image : E = Ker(p) \oplus Im(p).
Matrice d'un projecteur (base adaptée);\( \text{Mat}(p) = \begin{pmatrix} I_m & 0 \\ 0 & 0 \end{pmatrix} \);\text{Mat}(p) = \begin{pmatrix} I_m & 0 \\ 0 & -I_{n-m} \end{pmatrix};\text{Mat}(p) = \begin{pmatrix} 0 & I_m \\ I_{n-m} & 0 \end{pmatrix};\text{Mat}(p) = \begin{pmatrix} I_n & 0 \\ 0 & I_n \end{pmatrix};Dans une base adaptée à Im(p) \oplus Ker(p), la matrice d'un projecteur a un bloc identité I_m et le reste nul.
Définition d'une symétrie;\( s \in \mathcal{L}(E) \) tel que \( s \circ s = \text{id}_E \);s \in \mathcal{L}(E) tel que s \circ s = s;s \in \mathcal{L}(E) tel que s \circ s = 0;s \in \mathcal{L}(E) tel que s = -s;Une application linéaire s est une symétrie vectorielle si elle est involutive : s \circ s = \text{id}_E.
Calcul image par symétrie;Si \( v=v_1+v_2 \) (somme directe), alors \( s(v)=v_1-v_2 \);s(v) = v_1 + v_2;s(v) = -v_1 + v_2;s(v) = v_2 - v_1;La symétrie par rapport à F parallèlement à G conserve la composante sur F et oppose la composante sur G.
Matrice d'une symétrie (base adaptée);\( \text{Mat}(s) = \begin{pmatrix} I_m & 0 \\ 0 & -I_{n-m} \end{pmatrix} \);\text{Mat}(s) = \begin{pmatrix} I_m & 0 \\ 0 & 0 \end{pmatrix};\text{Mat}(s) = \begin{pmatrix} 0 & I_m \\ -I_{n-m} & 0 \end{pmatrix};\text{Mat}(s) = \begin{pmatrix} -I_m & 0 \\ 0 & I_{n-m} \end{pmatrix};Dans une base adaptée à F \oplus G, la matrice de la symétrie comporte le bloc I_m pour F et le bloc -I_{n-m} pour G.
Définition du rang;\( \text{rg}(f) = \text{dim}(\text{Im}(f)) \);\text{rg}(f) = \text{dim}(\text{Ker}(f));\text{rg}(f) = \text{dim}(E);\text{rg}(f) = \text{dim}(F) - \text{dim}(\text{Ker}(f));Le rang d'une application linéaire f est la dimension de son image : \text{rg}(f) = \text{dim}(\text{Im}(f)).
Théorème du rang;\( \text{dim}(E) = \text{dim}(\text{Ker}(f)) + \text{rg}(f) \);\text{dim}(F) = \text{dim}(\text{Ker}(f)) + \text{rg}(f);\text{rg}(f) = \text{dim}(E) + \text{dim}(\text{Ker}(f));\text{dim}(E) = \text{dim}(\text{Ker}(f)) \times \text{rg}(f);Le théorème du rang énonce que dim(E) = dim(Ker(f)) + rg(f) pour toute application linéaire en dimension finie.
Matrice d'une application linéaire;\( \text{Mat}_{B,B'}(f) \) dont les colonnes sont les coordonnées de \( f(e_j) \) dans \( B' \);Les lignes sont les coordonnées des vecteurs de B dans B';Les colonnes sont les coordonnées des vecteurs e_j de B dans B;Les colonnes sont les images f(e_j) sans choix de base;La j-ième colonne de Mat_{B,B'}(f) contient les coordonnées de f(e_j) exprimées dans la base d'arrivée B'.
Matrice de l'application identité;Matrice identité \( I_n \);Matrice nulle 0_n;Matrice de passage de B à la base canonique;Matrice de tous les 1;Pour tout vecteur e_j d'une base B, id_E(e_j) = e_j, la matrice dans la base B est donc la matrice identité I_n.
Relation Matrice-Vecteur;\( V' = M V \) (où \( V \) est le vecteur colonne des coordonnées);V' = M^{-1} V;V = M V';V' = M + V;La relation matricielle d'une application linéaire est V' = M V, où V est le vecteur colonne des coordonnées du vecteur de départ.
Matrice de la composée;\( \text{Mat}(g \circ f) = \text{Mat}(g) \times \text{Mat}(f) \);\text{Mat}(g \circ f) = \text{Mat}(f) \times \text{Mat}(g);\text{Mat}(g \circ f) = \text{Mat}(g) + \text{Mat}(f);\text{Mat}(g \circ f) = \text{Mat}(g)^{-1} \times \text{Mat}(f);La matrice de la composée g \circ f est le produit des matrices dans l'ordre : Mat(g \circ f) = Mat(g) \times Mat(f).
Matrice de l'inverse;\( \text{Mat}(f^{-1}) = [\text{Mat}(f)]^{-1} \);\text{Mat}(f^{-1}) = -\text{Mat}(f);\text{Mat}(f^{-1}) = [\text{Mat}(f)]^T;\text{Mat}(f^{-1}) = \text{Mat}(f);La matrice de l'application réciproque f^{-1} est l'inverse de la matrice de f : Mat(f^{-1}) = [Mat(f)]^{-1}.
Matrice de passage de B à B';\( P = \text{Mat}_B(B') \) (colonnes = vecteurs de B' exprimés dans B);\text{Mat}_{B'}(B) (colonnes = vecteurs de B exprimés dans B');Matrice dont les colonnes sont les produits scalaires des vecteurs;\text{Mat}_{B,B'}(\text{id}_E) de B' vers B;La matrice de passage P_{B \to B'} contient en colonnes les coordonnées des vecteurs de la nouvelle base B' exprimés dans B.
Formule de changement de coordonnées;\( V = P V' \iff V' = P^{-1} V \);V' = P V \iff V = P^{-1} V';V = P + V';V' = P^T V;Les anciennes coordonnées V et les nouvelles V' sont liées par V = P V', c'est-à-dire V' = P^{-1} V.
Rang d'une matrice;\( \text{rg}(A) = \text{rg}(\text{système linéaire associé}) \);\text{rg}(A) = nombre de lignes de A;\text{rg}(A) = nombre de colonnes de A;\text{rg}(A) = trace(A);Le rang d'une matrice est le nombre maximal de colonnes ou lignes linéairement indépendantes, égal au rang du système linéaire associé.
